HS 8 digit code ,HS 8 digit code (no decimal),HS 10 digit code,"Customs value in $, 2017",Reader friendly descriptions,Product description,Tariff (%),Proposed higher tariff (%)
6903.90.00,69039000,,,,"Refractory ceramic goods (o/than of siliceous fossil meals or earths), nesoi.",0.1,0.25
6904.10.00,69041000,,,,Ceramic building bricks (o/than refractory bricks).,0.1,0.25
6904.90.00,69049000,,,,"Ceramic flooring blocks, support or filler tiles and the like (other than bricks).",0.1,0.25
6905.10.00,69051000,,,,Ceramic roofing tiles.,0.1,0.25
6905.90.00,69059000,,,,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other construction goods.",0.1,0.25
6906.00.00,69060000,,,,"Ceramic pipes, conduits, guttering and pipe fittings.",0.1,0.25
6907.21.10,69072110,,,,"Unglazed ceramic tiles, other than those of subheading 6907.30 and 6907.40, of H2O absorp coeff by wt <=0.5%.",0.1,0.25
6907.21.20,69072120,,,,"Glazed ceramic tiles having <=3229 tiles per m2, surf area in sq w/side <7cm, H2O absorp coeff by wt <=0.5%.",0.1,0.25
6907.21.30,69072130,,,,"Glazed ceramic tiles having surface area <38.7cm2, surf area in sq w/side <7cm, of H2O absorp coeff by wt <=0.5%.",0.1,0.25
6907.21.40,69072140,,,,"Glazed ceramic tiles having surface area >=38.7cm2, , surf area in sq w/side <7cm, of a H2O absorp coeff by wt <=0.5%.",0.1,0.25
6907.21.90,69072190,,,,"Glazed ceramic tiles nesoi, of a H2O absorp coeff by wt <=0.5%.",0.1,0.25
6907.22.10,69072210,,,,"Unglazed ceramic tiles, other than those of subheading 6907.30 and 6907.40, of H2O absorp coeff by wt exceeding 0.5% but not exceeding 10%.",0.1,0.25
6907.22.20,69072220,,,,"Glazed ceramic tiles having <=3229 tiles per m2, surf area in sq w/side <7 cm, H2O absorp coeff by wt exceeding 0.5% but not exceeding 10%.",0.1,0.25
6907.22.30,69072230,,,,"Glazed ceramic tiles having surface area <38.7 cm2, surf area in sq w/side <7 cm, of H2O absorp coeff by wt exceeding 0.5% but not exceeding 10%.",0.1,0.25
6907.22.40,69072240,,,,"Glazed ceramic tiles having surface area >=38.7 cm2, , surf area in sq w/side <7 cm, of a H2O absorp coeff by wt exceeding 0.5% but not exceeding 10%.",0.1,0.25
6907.22.90,69072290,,,,"Glazed ceramic tiles nesoi, of a H2O absorp coeff by wt exceeding 0.5% but not exceeding 10%.",0.1,0.25
6907.23.10,69072310,,,,"Unglazed ceramic tiles, other than those of subheading 6907.30 and 6907.40, of H2O absorp coeff by wt >10%.",0.1,0.25
6907.23.20,69072320,,,,"Glazed ceramic tiles having <=3229 tiles per m2, surf area in sq w/side <7 cm, H2O absorp coeff by wt >10%.",0.1,0.25
6907.23.30,69072330,,,,"Glazed ceramic tiles having surface area <38.7 cm2, surf area in sq w/side <7 cm, of H2O absorp coeff by wt >10%.",0.1,0.25
6907.23.40,69072340,,,,"Glazed ceramic tiles having surface area >=38.7 cm2, surf area in sq w/side <7 cm, of a H2O absorp coeff by wt >10%.",0.1,0.25
6907.23.90,69072390,,,,"Glazed ceramic tiles nesoi, of a H2O absorp coeff by wt >10%.",0.1,0.25
6907.30.10,69073010,,,,"Unglazed ceramic mosaic cubes, o/t subheading 6907.40.",0.1,0.25
6907.30.20,69073020,,,,"Glazed ceramic mosaic cubes having <=3229 tiles per m2, surf area in sq w/side <7 cm.",0.1,0.25
6907.30.30,69073030,,,,"Glazed ceramic mosaic cubes having surface area <38.7 cm2, surf area in sq w/side <7 cm.",0.1,0.25
6907.30.40,69073040,,,,"Glazed ceramic mosaic cubes having surface area >=38.7 cm2, surf area in sq w/side <7 cm.",0.1,0.25
6907.30.90,69073090,,,,"Glazed ceramic mosaic cubes nesoi, o/t subheading 6907.40.",0.1,0.25
6907.40.10,69074010,,,,Unglazed finishing ceramics.,0.1,0.25
6907.40.20,69074020,,,,"Glazed finishing ceramics having <=3229 tiles per m2, surf area in sq w/side <7 cm.",0.1,0.25
6907.40.30,69074030,,,,"Glazed finishing ceramics having surface area <38.7 cm2, surf area in sq w/side <7 cm.",0.1,0.25
6907.40.40,69074040,,,,"Glazed finishing ceramics having surface area >=38.7 cm2, surf area in sq w/side <7 cm.",0.1,0.25
6907.40.90,69074090,,,,Glazed finishing ceramics nesoi.,0.1,0.25
6909.11.20,69091120,,,,Porcelain or china ceramic machinery parts.,0.1,0.25
6909.11.40,69091140,,,,"Porcelain or china ceramic wares for laboratory, chemical or other technical uses (other than machinery parts), nesoi.",0.1,0.25
6909.12.00,69091200,,,,"Ceramic wares (o/than of porcelain or china) for laboratory, chemical or technical uses, w/hardness equivalent to 9 or more on Mohs scale.",0.1,0.25
6909.19.10,69091910,,,,Ceramic ferrite core memories.,0.1,0.25
6909.19.50,69091950,,,,"Ceramic wares for laboratory, chemical or other technical uses (o/than of porcelain or china), nesoi.",0.1,0.25
6909.90.00,69099000,,,,"Ceramic troughs, tubes & siml. receptacles for agriculture; ceramic pots, jars, & siml. arts. for conveyance or packing of goods.",0.1,0.25
6914.10.40,69141040,,,,"Porcelain or china ceramic ferrules, n/o 3 mm diam or 25 mm long, w/fiber channel open. and/or ceramic mating sleeves of Al2O3 or zirconia.",0.1,0.25
6914.10.80,69141080,,,,"Porcelain or china arts. (o/than tableware/kitchenware/household & ornament. arts), nesoi.",0.1,0.25
6914.90.41,69149041,,,,"Ceramic (o/porcelain or china) ferrules, n/o 3 mm or 25 mm long, w/fiber channel open. and/or ceramic mating of sleeves of Al2O3 or zirconia.",0.1,0.25
6914.90.80,69149080,,,,"Ceramic (o/than porcelain or china) arts. (o/than tableware/kitchenware/household & ornament. arts), nesoi.",0.1,0.25
7001.00.10,70010010,,,,Glass in the mass of fused quartz or other fused silica.,0.1,0.25
7001.00.20,70010020,,,,Glass in the mass (other than of fused quartz or other fused silica).,0.1,0.25
7001.00.50,70010050,,,,Cullet and other waste and scrap of glass.,0.1,0.25
7002.10.10,70021010,,,,"Glass in balls (o/than microspheres of heading 7018), unworked, n/o 6 mm in diameter.",0.1,0.25
7002.10.20,70021020,,,,"Glass in balls (o/than microspheres of heading 7018), unworked, over 6 mm in diameter.",0.1,0.25
7002.20.50,70022050,,,,"Glass rods (o/than of fused quartz or other fused silica), unworked.",0.1,0.25
7002.31.00,70023100,,,,"Glass tubes of fused quartz or other fused silica, unworked.",0.1,0.25
7002.32.00,70023200,,,,"Glass tubes (o/than fused quartz/silica), w/linear coefficient of expansion n/o 5x10-6 per Kelvin in range of 0-300 degrees C, unworked.",0.1,0.25
7002.39.00,70023900,,,,"Glass tubes (o/than fused quartz/silica), nesoi, unworked.",0.1,0.25
7003.12.00,70031200,,,,"Cast or rolled glass, in nonwired sheets, colored thru the mass, opacified, flashed or w/absorbent, reflect. or non-reflect.layer, not wkd.",0.1,0.25
7003.19.00,70031900,,,,"Cast or rolled glass, in nonwired sheets, n/colored thru the mass, opacified, flashed, etc. & not further worked.",0.1,0.25
7003.20.00,70032000,,,,"Cast or rolled glass, in wired sheets.",0.1,0.25
7003.30.00,70033000,,,,Cast or rolled glass profiles.,0.1,0.25
7004.20.10,70042010,,,,"Drawn or blown glass, in sheets, w/absorbent, reflecting or non-reflecting layer, n/furth. wkd.",0.1,0.25
7004.20.20,70042020,,,,"Drawn or blown glass, in rect. sheets, colored thru the mass, etc., w/o absorbent, reflecting or non-reflect. layer, n/furth wkd.",0.1,0.25
7004.20.50,70042050,,,,"Drawn or blown glass, in sheets (o/than rect.), colored thru the mass, opacified, flashed, w/o absorbent, etc. layer, n/furth. wkd.",0.1,0.25
7004.90.05,70049005,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. n/o 1.5 mm & n/o 0.26 m2 in area, n/further wkd.",0.1,0.25
7004.90.10,70049010,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. n/o 1.5 mm & over 0.26 m2 in area, n/further wkd.",0.1,0.25
7004.90.15,70049015,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 1.5 but n/o 2 mm & n/o 0.26 m2 in area, n/further wkd.",0.1,0.25
7004.90.20,70049020,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 1.5 but n/o 2 mm & over 0.26 m2 in area, n/further wkd.",0.1,0.25
7004.90.25,70049025,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 2 but n/o 3.5 mm, not further wkd.",0.1,0.25
7004.90.30,70049030,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 3.5 mm & n/o 0.65 m2 in area, not further wkd.",0.1,0.25
7004.90.40,70049040,,,,"Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 3.5 mm & over 0.65 m2 in area, not further wkd.",0.1,0.25
7004.90.50,70049050,,,,"Drawn or blown glass, nesoi, in sheets (other than rectangular), nesoi.",0.1,0.25
7005.10.40,70051040,,,,"Surface ground or polished glass, w/absorb. or reflect. layer, n/o 1.2 mm thick & n/o 0.8 M2 in area, suitable for use in LCD's.",0.1,0.25
7005.10.80,70051080,,,,"Float glass & surface ground or polished glass, nonwired, in sheets, w/absorb. or reflect. layer, nesoi, not worked.",0.1,0.25
7005.21.10,70052110,,,,"Float glass & surface ground or polished glass, nonwired, in sheets, colored thru mass, opacified, flashed, under 10 mm thick, not worked.",0.1,0.25
7005.21.20,70052120,,,,"Float glass & surface ground or polished glass, nonwired, in sheets, colored thru mass, opacified, flashed, 10 mm or more thick, not worked.",0.1,0.25
7005.29.04,70052904,,,,"Float glass & surface ground or polished glass, in sheets, less than 10 mm thick, w/area n/o 0.65 M2 & for liquid crystal displays.",0.1,0.25
7005.29.08,70052908,,,,"Float glass & surface ground or polished glass, nonwired, in sheets, less than 10 mm thick, w/area n/o 0.65 M2 & not for LCD's.",0.1,0.25
7005.29.14,70052914,,,,"Float glass & surface ground or polished glass, in sheets, less than 10 mm thick, w/area o/0.65 M2 & for liquid crystal displays.",0.1,0.25
7005.29.18,70052918,,,,"Float glass & surface ground or polished glass, nonwired, in sheets, less than 10 mm thick, w/area over 0.65 M2 & not for LCD's.",0.1,0.25
7005.29.25,70052925,,,,"Float glass & surface ground or polished glass, nonwired, in sheets, 10 mm or more in thickness.",0.1,0.25
7005.30.00,70053000,,,,"Float glass & surface ground or polished glass, wired, in sheets.",0.1,0.25
7006.00.10,70060010,,,,"Glass of heading 7003-7005 in strips n/o 15.2 cm wide & o/2 mm thick, w/longitudinal edges ground or smoothed.",0.1,0.25
7006.00.20,70060020,,,,"Drawn or blown glass, not containing wire netting & not surface ground or polished, but bent, edged or otherwise worked but not framed.",0.1,0.25
7006.00.40,70060040,,,,"Glass of heading 7003-7005, bent, edgeworked, engraved, drilled, enameled or otherwise worked, but not framed or fitted, nesoi.",0.1,0.25
7007.11.00,70071100,,,,"Toughened (tempered) safety glass, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels.",0.1,0.25
7007.19.00,70071900,,,,"Toughened (tempered) safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels.",0.1,0.25
7007.21.10,70072110,,,,"Laminated safety glass, windshields, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels.",0.1,0.25
7007.21.50,70072150,,,,"Laminated safety glass (o/than windshields), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels.",0.1,0.25
7007.29.00,70072900,,,,"Laminated safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels.",0.1,0.25
7008.00.00,70080000,,,,Glass multiple-walled insulating units.,0.1,0.25
7009.10.00,70091000,,,,Glass rearview mirrors for vehicles.,0.1,0.25
7009.91.10,70099110,,,,"Glass mirrors (o/than rearview mirrors), unframed, n/o 929 cm2 in reflecting area.",0.1,0.25
7009.91.50,70099150,,,,"Glass mirrors (o/than rearview mirrors), unframed, over 929 cm2 in reflecting area.",0.1,0.25
7009.92.10,70099210,,,,"Glass mirrors (o/than rearview mirrors), framed, n/o 929 cm2 in reflecting area.",0.1,0.25
7009.92.50,70099250,,,,"Glass mirrors (o/than rearview mirrors), framed, over 929 cm2 in reflecting area.",0.1,0.25
7010.10.00,70101000,,,,Glass ampoules used for the conveyance or packing of goods.,0.1,0.25
7010.20.20,70102020,,,,"Glass stoppers, lids and other closures produced by automatic machine.",0.1,0.25
7010.20.30,70102030,,,,"Glass stoppers, lids and other closures not produced by automatic machine.",0.1,0.25
7010.90.05,70109005,,,,"Glass serum bottles, vials and other pharmaceutical containers.",0.1,0.25
7010.90.20,70109020,,,,"Glass containers for conveyance/packing perfume/toilet preps & containers with/designed for ground glass stopper, made by automatic machine.",0.1,0.25
7010.90.30,70109030,,,,"Glass containers for convey/pack perfume/toilet preps & containers with/designed for ground glass stopper, not made by automatic machine.",0.1,0.25
7010.90.50,70109050,,,,"Glass carboys, bottles, jars, pots, flasks, & other containers for conveyance/packing of goods (w/wo closures) & preserving jars, nesoi.",0.1,0.25
7011.10.10,70111010,,,,Glass bulbs (w/o fittings) for electric incandescent lamps.,0.1,0.25
7011.10.50,70111050,,,,"Glass envelopes, open, & glass parts thereof, for electric lighting (other than bulbs for incandescent lamps), without fittings.",0.1,0.25
7011.20.10,70112010,,,,Glass cones (w/o fittings) for cathode-ray tubes.,0.1,0.25
7011.20.45,70112045,,,,"Monochrome glass envelopes (open & w/o fittings), certified by importer for actual use in computer or graphic display CRTs.",0.1,0.25
7011.20.85,70112085,,,,"Glass envelopes (open & w/o fittings) & glass parts thereof, nesoi, for cathode-ray tubes.",0.1,0.25
7011.90.00,70119000,,,,Glass envelopes (open & w/o fittings) & glass parts thereof (o/than for electric lighting or cathode-ray tubes.,0.1,0.25
7014.00.10,70140010,,,,"Glass lens blanks (other than for spectacles), not optically worked.",0.1,0.25
7014.00.20,70140020,,,,"Glass optical elements (other than lens blanks), not optically worked.",0.1,0.25
7014.00.30,70140030,,,,"Glass lenses and filters (other than optical elements) and parts thereof, for signaling purposes, not optically worked.",0.1,0.25
7014.00.50,70140050,,,,"Signaling glassware, nesoi, not optically worked.",0.1,0.25
7016.10.00,70161000,,,,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes.",0.1,0.25
7016.90.10,70169010,,,,"Paving blocks, slabs, bricks, squares, tiles & other arts. of pressed or molded glass, for building or construction purposes.",0.1,0.25
7016.90.50,70169050,,,,"Leaded glass windows & the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms.",0.1,0.25
7017.10.30,70171030,,,,Fused quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for semiconductor wafer production.,0.1,0.25
7017.10.60,70171060,,,,"Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated or graduated, of fused quartz or other fused silica, nesoi.",0.1,0.25
7017.20.00,70172000,,,,"Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated or graduated, of glass w/low coefficient of heat expansion.",0.1,0.25
7017.90.10,70179010,,,,Glass microscope slides and micro cover glasses.,0.1,0.25
7017.90.50,70179050,,,,"Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated, nesoi, of glass, nesoi.",0.1,0.25
7018.10.10,70181010,,,,"Glass imitation pearls and pearl beads of all shapes and colors, whether or not drilled, not strung and not set.",0.1,0.25
7018.10.20,70181020,,,,Glass imitation precious or semiprecious stones (except beads).,0.1,0.25
7018.10.50,70181050,,,,"Glass beads (o/than imitat. pearls) & similar glass smallwares, nesoi.",0.1,0.25
